Year,State,District,Party,Name,Votes,Winner,Incumbent
2014,California,District 8,Republican Party,Douglas Haaland,48057,False,0.0
2014,California,District 9,Democratic Party,Jim Cooper,50188,True,0.0
2014,California,District 9,Democratic Party,Darrell R. Fong,40220,False,0.0
2014,California,District 10,Democratic Party,Marc Levine,105636,True,1.0
2014,California,District 10,Republican Party,Gregory Allen,35999,False,0.0
2014,California,District 11,Democratic Party,Jim Frazier,54044,True,1.0
2014,California,District 11,Republican Party,Alex Henthorn,36475,False,0.0
2014,California,District 12,Democratic Party,Harinder Grewal,30752,False,0.0
2014,California,District 12,Republican Party,Kristin Olsen,63003,True,1.0
2014,California,District 13,Democratic Party,Susan Talamantes Eggman,40635,True,1.0
2014,California,District 13,Republican Party,Sol Jobrack,26254,False,0.0
2014,California,District 14,Democratic Party,Susan A. Bonilla,69325,True,1.0
2014,California,District 14,Republican Party,Joy D. Delepine,31298,False,0.0
2014,California,District 15,Democratic Party,Elizabeth Echols,56071,False,0.0
2014,California,District 15,Democratic Party,Tony Thurmond,66661,True,0.0
2014,California,District 16,Democratic Party,Tim Sbranti,67152,False,0.0
2014,California,District 16,Republican Party,Catharine Baker,71452,True,0.0
2014,California,District 17,Democratic Party,David Campos,60416,False,0.0
2014,California,District 17,Democratic Party,David Chiu,63041,True,0.0
2014,California,District 18,Democratic Party,Rob Bonta,88243,True,1.0
2014,California,District 18,Republican Party,David Erlich,13537,False,0.0
2014,California,District 19,Democratic Party,Phil Ting,81103,True,1.0
2014,California,District 19,Republican Party,Rene Pineda,24170,False,0.0
2014,California,District 20,Democratic Party,Bill Quirk,56144,True,1.0
2014,California,District 20,Republican Party,Jaime Patino,22007,False,0.0
2014,California,District 21,Democratic Party,Adam Gray,34931,True,1.0
2014,California,District 21,Republican Party,Jack Mobley,30499,False,0.0
2014,California,District 22,Democratic Party,Kevin Mullin,73940,True,1.0
2014,California,District 22,Republican Party,Mark Gilham,30781,False,0.0
2014,California,District 23,Republican Party,Jim Patterson,82417,True,1.0
2014,California,District 24,Democratic Party,Richard S. Gordon,77986,True,1.0
2014,California,District 24,Republican Party,Diane Gabl,33419,False,0.0
2014,California,District 25,Democratic Party,Kansen Chu,57718,True,0.0
2014,California,District 25,Republican Party,Bob Brunton,25441,False,0.0
2014,California,District 26,Republican Party,Devon Mathis,34683,True,0.0
2014,California,District 26,Republican Party,Rudy Mendoza,29991,False,0.0
2014,California,District 27,Democratic Party,Nora Campos,49416,True,1.0
2014,California,District 27,Republican Party,G. Burt Lancaster,21779,False,0.0
2014,California,District 28,Democratic Party,Evan Low,71239,True,0.0
2014,California,District 28,Republican Party,Chuck Page,48645,False,0.0
2014,California,District 29,Democratic Party,Mark Stone,88265,True,1.0
2014,California,District 29,Republican Party,Palmer Kain,38903,False,0.0
2014,California,District 30,Democratic Party,Luis Alejo,43431,True,1.0
2014,California,District 30,Republican Party,Mark Starritt,29187,False,0.0
2014,California,District 31,Democratic Party,Henry T. Perea,36165,True,1.0
2014,California,District 31,unaffiliated,Walter O. Villarreal,18017,False,0.0
2014,California,District 32,Democratic Party,Rudy Salas,26721,True,1.0
2014,California,District 32,Republican Party,Pedro A. Rios,22031,False,0.0
2014,California,District 33,Democratic Party,John Coffey,23828,False,0.0
2014,California,District 33,Republican Party,Jay Obernolte,46144,True,0.0
2014,California,District 34,Democratic Party,"Virginia ""Mari"" Goodman",24132,False,0.0
2014,California,District 34,Republican Party,Shannon Grove,70403,True,1.0
2014,California,District 35,Democratic Party,Heidi Harmon,46126,False,0.0
2014,California,District 35,Republican Party,Katcho Achadjian,77452,True,1.0
2014,California,District 36,Democratic Party,Steve Fox,27866,False,1.0
2014,California,District 36,Republican Party,Tom Lackey,42107,True,0.0
2014,California,District 37,Democratic Party,Das Williams,75452,True,1.0
2014,California,District 37,Republican Party,Ron Deblauw,53414,False,0.0
2014,California,District 38,Democratic Party,Jorge Salomon Fuentes,32095,False,0.0
2014,California,District 38,Republican Party,Scott Wilk,63249,True,1.0
2014,California,District 39,Democratic Party,Raul Bocanegra,22284,False,1.0
2014,California,District 39,Democratic Party,Patty Lopez,22750,True,0.0
2014,California,District 40,Democratic Party,Kathleen Henry,31309,False,0.0
2014,California,District 40,Republican Party,Marc Steinorth,39303,True,0.0
2014,California,District 41,Democratic Party,Chris Holden,62810,True,1.0
2014,California,District 41,Republican Party,Nathaniel Tsai,43126,False,0.0
2014,California,District 42,Democratic Party,Karalee Hargrove,42082,False,0.0
2014,California,District 42,Republican Party,Chad Mayes,56517,True,0.0
2014,California,District 43,Democratic Party,Mike Gatto,51971,True,1.0
2014,California,District 43,Republican Party,Todd Royal,26192,False,0.0
2014,California,District 44,Democratic Party,Jacqui Irwin,57098,True,0.0
2014,California,District 44,Republican Party,Rob McCoy,52085,False,0.0
2014,California,District 45,Democratic Party,Matt Dababneh,45321,True,1.0
2014,California,District 45,Republican Party,Susan Shelley,34055,False,0.0
2014,California,District 46,Democratic Party,Adrin Nazarian,45839,True,1.0
2014,California,District 46,Republican Party,Zachary Taylor (California),18164,False,0.0
2014,California,District 47,Democratic Party,Cheryl R. Brown,23632,True,1.0
2014,California,District 47,Democratic Party,Gil Navarro,17875,False,0.0
2014,California,District 48,Democratic Party,Roger Hernandez,30131,True,1.0
2014,California,District 48,Republican Party,Joe M. Gardner,25284,False,0.0
2014,California,District 49,Democratic Party,Ed Chau,33030,True,1.0
2014,California,District 49,Republican Party,Esthela Torres Siegrist,20678,False,0.0
2014,California,District 50,Democratic Party,Richard Bloom,78093,True,1.0
2014,California,District 50,Republican Party,Bradly S. Torgan,31113,False,0.0
2014,California,District 51,Democratic Party,Jimmy Gomez,42261,True,1.0
2014,California,District 51,Republican Party,Stephen Smith,8277,False,0.0
2014,California,District 52,Democratic Party,Freddie Rodriguez,27877,True,1.0
2014,California,District 52,Republican Party,Dorothy F. Pineda,19470,False,0.0
2014,California,District 53,Democratic Party,Sandra Mendoza,11753,False,0.0
2014,California,District 53,Democratic Party,Miguel Santiago,20472,True,0.0
2014,California,District 54,Democratic Party,Sebastian Mark Ridley Thomas,66082,True,1.0
2014,California,District 54,Republican Party,Glen Ratcliff,17506,False,0.0
2014,California,District 55,Democratic Party,Gregg D. Fritchle,30895,False,0.0
2014,California,District 55,Republican Party,Ling-Ling Chang,54313,True,0.0
2014,California,District 56,Democratic Party,Eduardo Garcia,35671,True,0.0
2014,California,District 56,Republican Party,"Charles Bennett, Jr.",25347,False,0.0
2014,California,District 57,Democratic Party,Ian C. Calderon,32284,True,1.0
2014,California,District 57,Republican Party,Rita Topalian,30397,False,0.0
2014,California,District 58,Democratic Party,Cristina Garcia,43182,True,1.0
2014,California,District 59,Democratic Party,Reggie Jones-Sawyer,28493,True,1.0
2014,California,District 60,Democratic Party,Ken Park,21508,False,0.0
2014,California,District 60,Republican Party,Eric Linder,34348,True,1.0
2014,California,District 61,Democratic Party,Jose Medina,34160,True,1.0
2014,California,District 61,Republican Party,Rudy Aranda,23973,False,0.0
2014,California,District 62,Democratic Party,Autumn Burke,54304,True,0.0
2014,California,District 62,Republican Party,Ted J. Grose,17261,False,0.0
2014,California,District 63,Democratic Party,Anthony Rendon,28544,True,1.0
2014,California,District 63,Republican Party,Adam J. Miller,12781,False,0.0
2014,California,District 64,Democratic Party,Mike Gipson,30041,True,0.0
2014,California,District 64,Democratic Party,Prophet La'omar Walker,17217,False,0.0
2014,California,District 65,Democratic Party,Sharon Quirk-Silva,35204,False,1.0
2014,California,District 65,Republican Party,Young Kim,42376,True,0.0
2014,California,District 66,Democratic Party,Al Muratsuchi,53695,False,1.0
2014,California,District 66,Republican Party,David Hadley,54401,True,0.0
2014,California,District 67,Democratic Party,Conrad Melton,24386,False,0.0
2014,California,District 67,Republican Party,Melissa Melendez,54018,True,1.0
2014,California,District 68,Democratic Party,Anne Cameron,30749,False,0.0
2014,California,District 68,Republican Party,"Donald P. ""Don"" Wagner",66445,True,1.0
2014,California,District 69,Democratic Party,Tom Daly,32332,True,1.0
2014,California,District 69,Republican Party,Sherry Walker,15665,False,0.0
2014,California,District 70,Democratic Party,Patrick O'Donnell,48978,True,0.0
2014,California,District 70,Republican Party,John C. Goya,27755,False,0.0
2014,California,District 71,Republican Party,Brian W. Jones,64613,True,1.0
2014,California,District 71,Republican Party,Tony Teora,26935,False,0.0
2014,California,District 72,Democratic Party,Joel Block,34793,False,0.0
2014,California,District 72,Republican Party,Travis Allen,66150,True,1.0
2014,California,District 73,Democratic Party,Wendy Gabriella,36292,False,0.0
2014,California,District 73,Republican Party,"William ""Bill"" Brough",76783,True,0.0
2014,California,District 74,Republican Party,Keith D. Curry,40896,False,0.0
2014,California,District 74,Republican Party,Matthew Harper,60070,True,0.0
2014,California,District 75,Democratic Party,Nicholas Shestople,29761,False,0.0
2014,California,District 75,Republican Party,Marie Waldron,66152,True,1.0
2014,California,District 76,Republican Party,Rocky J. Chavez,58824,True,1.0
2014,California,District 76,Republican Party,Thomas Krouse,29065,False,0.0
2014,California,District 77,Democratic Party,"Ruben ""RJ"" Hernandez",43038,False,0.0
2014,California,District 77,Republican Party,Brian Maienschein,82987,True,1.0
2014,California,District 78,Democratic Party,Toni Atkins,72224,True,1.0
2014,California,District 78,Republican Party,Barbara Decker,45088,False,0.0
2014,California,District 79,Democratic Party,Shirley N. Weber,49264,True,1.0
2014,California,District 79,American Independent,George R. Williams,30266,False,0.0
2014,California,District 80,Democratic Party,Lorena Gonzalez,43362,True,1.0
2014,Colorado,District 1,Democratic Party,Susan Lontine,11854,True,0.0
2014,Colorado,District 1,Republican Party,Raymond Garcia,8109,False,0.0
2014,Colorado,District 1,Libertarian Party,David Hein,887,False,0.0
2014,Colorado,District 1,unaffiliated,Jon Biggerstaff,675,False,0.0
2014,Colorado,District 2,Democratic Party,Alec Garnett,24261,True,0.0
2014,Colorado,District 2,Republican Party,Jon Roberts,9162,False,0.0
2014,Colorado,District 3,Democratic Party,Daniel Kagan,15563,True,1.0
2014,Colorado,District 3,Republican Party,Candice Benge,15188,False,0.0
2014,Colorado,District 4,Democratic Party,Dan Pabon,18593,True,1.0
2014,Colorado,District 4,Republican Party,David W. Dobson,5226,False,0.0
2014,Colorado,District 5,Democratic Party,Crisanta Duran,15203,True,1.0
2014,Colorado,District 5,Republican Party,Ronnie Nelson,4769,False,0.0
2014,Colorado,District 6,Democratic Party,Lois Court,23822,True,1.0
2014,Colorado,District 7,Democratic Party,Angela Williams,16953,True,1.0
2014,Colorado,District 7,Republican Party,Jason DeBerry,3931,False,0.0
2014,Colorado,District 7,unaffiliated,Elet Valentine,1111,False,0.0
2014,Colorado,District 8,Democratic Party,Beth McCann,29197,True,1.0
2014,Colorado,District 8,Republican Party,Jeffery Washington,4878,False,0.0
2014,Colorado,District 9,Democratic Party,Paul Rosenthal,17968,True,1.0
2014,Colorado,District 9,Republican Party,Celeste R. Gamache,10880,False,0.0
2014,Colorado,District 10,Democratic Party,Dickey Lee Hullinghorst,25385,True,1.0
2014,Colorado,District 11,Democratic Party,Jonathan Singer,18240,True,1.0
2014,Colorado,District 11,Republican Party,Charlie Plagainos,12340,False,0.0
2014,Colorado,District 11,Libertarian Party,Bill Gibson,2241,False,0.0
2014,Colorado,District 12,Democratic Party,Mike Foote,25562,True,1.0
2014,Colorado,District 13,Democratic Party,KC Becker,24136,True,1.0
2014,Colorado,District 13,Republican Party,Michael James Hocevar,11541,False,0.0
2014,Colorado,District 14,Democratic Party,Glenn Carlson,7558,False,0.0
2014,Colorado,District 14,Republican Party,Dan Nordberg,23429,True,1.0
2014,Colorado,District 15,Democratic Party,Lois A. Fornander,7350,False,0.0
2014,Colorado,District 15,Republican Party,Gordon Klingenschmitt,17053,True,0.0
2014,Colorado,District 16,Democratic Party,Ryan Macoubrie,9472,False,0.0
2014,Colorado,District 16,Republican Party,Janak Joshi,18892,True,1.0
2014,Colorado,District 17,Democratic Party,"Thomas ""Tony"" Exum, Sr.",6477,False,1.0
2014,Colorado,District 17,Republican Party,Kit Roupe,6766,True,0.0
2014,Colorado,District 17,Libertarian Party,Susan Quilleash,1071,False,0.0
2014,Colorado,District 18,Democratic Party,Pete Lee,15998,True,1.0
2014,Colorado,District 18,Republican Party,Michael Schlierf,12807,False,0.0
2014,Colorado,District 19,Republican Party,Paul Lundeen,31519,True,0.0
2014,Colorado,District 20,Republican Party,Terri Carver,23098,True,0.0
2014,Colorado,District 21,Republican Party,Lois Landgraf,12318,True,1.0
2014,Colorado,District 22,Democratic Party,Mary K. Parker,14748,False,0.0
2014,Colorado,District 22,Republican Party,Justin Everett,20396,True,1.0
2014,Colorado,District 22,Libertarian Party,Lynn Weitzel,1693,False,0.0
2014,Colorado,District 23,Democratic Party,Max Tyler,17109,True,1.0
2014,Colorado,District 23,Republican Party,Jane Barnes,13891,False,0.0
2014,Colorado,District 23,Libertarian Party,Michael Beckerman,2324,False,0.0
2014,Colorado,District 24,Democratic Party,Jessie Danielson,17501,True,0.0
2014,Colorado,District 24,Republican Party,Joseph DeMott,15286,False,0.0
2014,Colorado,District 25,Democratic Party,Janet Doyle,17653,False,0.0
2014,Colorado,District 25,Republican Party,Jon Keyser,21300,True,0.0
2014,Colorado,District 25,Libertarian Party,Jack Woehr,1875,False,0.0
2014,Colorado,District 26,Democratic Party,Diane Mitsch Bush,14281,True,1.0
2014,Colorado,District 26,Republican Party,Charles McConnell,11331,False,0.0
2014,Colorado,District 26,Libertarian Party,Thom Haupt,1060,False,0.0
2014,Colorado,District 27,Democratic Party,Wade Michael Norris,15407,False,0.0
2014,Colorado,District 27,Republican Party,Libby Szabo,21108,True,1.0
2014,Colorado,District 27,Libertarian Party,Niles Aronson,2213,False,0.0
2014,Colorado,District 28,Democratic Party,Brittany Pettersen,16356,True,1.0
2014,Colorado,District 28,Republican Party,Stacia Kuhn,13395,False,0.0
2014,Colorado,District 29,Democratic Party,Tracy Kraft-Tharp,14908,True,1.0
2014,Colorado,District 29,Republican Party,Susan Kochevar,13329,False,0.0
2014,Colorado,District 29,Libertarian Party,Hans Romer,2040,False,0.0
2014,Colorado,District 30,Democratic Party,Jenise May,9376,False,1.0
2014,Colorado,District 30,Republican Party,JoAnn Windholz,9482,True,0.0
2014,Colorado,District 31,Democratic Party,Joseph A. Salazar,11501,True,1.0
2014,Colorado,District 31,Republican Party,"Carol ""Jody"" Beckler",11280,False,0.0
2014,Colorado,District 32,Democratic Party,Dominick Moreno,9983,True,1.0
2014,Colorado,District 32,Republican Party,Edgar Antillon,5678,False,0.0
2014,Colorado,District 33,Democratic Party,Dianne Primavera,18110,True,1.0
2014,Colorado,District 33,Republican Party,Marijo Tinlin,16004,False,0.0
2014,Colorado,District 33,Libertarian Party,Carter Reid,2015,False,0.0
2014,Colorado,District 34,Democratic Party,Steve Lebsock,11146,True,1.0
2014,Colorado,District 34,Republican Party,"Alexander ""Skinny"" Winkler",9164,False,0.0
2014,Colorado,District 35,Democratic Party,Faith Winter,14417,True,0.0
2014,Colorado,District 35,Republican Party,Mike Melvin,11749,False,0.0
2014,Colorado,District 36,Democratic Party,Su Ryden,11881,True,1.0
2014,Colorado,District 36,Republican Party,Richard Bowman,11213,False,0.0
2014,Colorado,District 37,Democratic Party,Nancy Cronk,13834,False,0.0
2014,Colorado,District 37,Republican Party,Jack Tate,19104,True,0.0
2014,Colorado,District 38,Democratic Party,Robert Bowen,16009,False,0.0
2014,Colorado,District 38,Republican Party,Kathleen Conti,25308,True,1.0
2014,Colorado,District 39,Democratic Party,James Clark Huff,10661,False,0.0
2014,Colorado,District 39,Republican Party,Polly Lawrence,26262,True,1.0
2014,Colorado,District 40,Democratic Party,John Buckner,13815,True,1.0
2014,Colorado,District 40,Republican Party,JulieMarie A. Shepherd,11802,False,0.0
2014,Colorado,District 40,Libertarian Party,Geoff Hierholz,1318,False,0.0
2014,Colorado,District 41,Democratic Party,Jovan Melton,13315,True,1.0
2014,Colorado,District 41,Republican Party,Molly Barrett,11431,False,0.0
2014,Colorado,District 42,Democratic Party,Rhonda Fields,10194,True,1.0
2014,Colorado,District 42,Republican Party,Mike Donald,5175,False,0.0
2014,Colorado,District 43,Democratic Party,Henry M. Barlow,12355,False,0.0
2014,Colorado,District 43,Republican Party,Kevin M. Van Winkle,21266,True,0.0
2014,Colorado,District 44,Democratic Party,Karen Jae Smith,9760,False,0.0
2014,Colorado,District 44,Republican Party,Kim Ransom,20719,True,0.0
2014,Colorado,District 44,Libertarian Party,Lily Williams,2076,False,0.0
2014,Colorado,District 45,Democratic Party,Brandon W. Wicks,9602,False,0.0
2014,Colorado,District 45,Republican Party,Patrick Neville,25528,True,0.0
2014,Colorado,District 45,Libertarian Party,James L. Jeansonne,1821,False,0.0
2014,Colorado,District 46,Democratic Party,Daneya Esgar,16243,True,0.0
2014,Colorado,District 46,Republican Party,Brian Mater,14884,False,0.0
2014,Colorado,District 47,Democratic Party,"Lucretia ""Robbie"" Robinson",10059,False,0.0
